developer,userscore,metascore,genres,rating,summary,publisher,title,release_date
High Voltage Software,4.90,71,Strategy|Turn-Based|Tactics|,M,"<span class=""blurb blurb_collapsed"">Mutant Year Zero: Road to Eden is a tactical adventure game combining turn-based combat with real-time exploration, story, stealth, and strategy.<br/><br/>Explore a post-human Earth where mankind has been eradicated by climate change, nuclear war, and pandemics. Will your team of mutants survive the</span>",Funcom,Mutant Year Zero: Road to Eden - Deluxe Edition,"Jul 30, 2019"
Tamsoft,7.20,71,Sports|Team|Soccer|Arcade|,E10+,"The worlds of Soccer and Anime converge in Captain Tsubasa: Rise of New Champions, based on the renowned Captain Tsubasa series. The game chronicles the athletic exploits of Tsubasa Ozora as he plays out his love for the game and advances through the ranks of multiple Soccer leagues. Captain Tsubasa: Rise of New Champions immerses players in an action packed soccer game that features exhilarating gameplay, over the top signature shots and accessible gameplay. ",Bandai Namco Games,Captain Tsubasa: Rise of New Champions,"Aug 28, 2020"
Aksys Games,7.49,71,Adventure|General|Visual Novel|,T,"Collectible Character cards included inside all first run copies. Ever since she could remember, Akitsu Shino has had the ability to see what others could not: spirits, apparitions, and indescribable creatures. As an adult, this talent leads her to join a secret government agency: The Occult",Aksys Games,Dairoku: Agents of Sakuratani,"Dec  2, 2021"
Perfect Hat,7.50,71,Puzzle|Action|,E,"Membrane is a creative-action puzzle game in which you build, bend and break the world around you while experimenting to create your own solutions. Bendy bridges, wobbly ladders and shaky structures are just the beginning of what you'll make to test the limits of this weird, day-glo world. Membrane was designed to allow creative space for the player to interact and build their own unique solutions. The puzzles are NOT designed to rely on deception or a single solution, lock & key approach to test players. Instead the game was built to reward creativity and experimentation from the player. Get your thinking cap on friends!",Perfect Hat,Membrane,"Feb 22, 2018"
Matt Bitner,7.40,71,Action|Platformer|2D|,T,"<span class=""blurb blurb_collapsed"">- Gameplay -<br/>A Robot Named Fight is a Metroidvania roguelike focused on exploration and item collection. Take on the role of a lone robot tasked with stopping a the entity known as Megabeast. Explore procedurally-generated labyrinths, uncover randomized power-ups and artifacts, find secrets,</span>",Hitcents,A Robot Named Fight!,"Apr 26, 2018"
Flow Fire Games,2.50,71,Action|General|,None,"SYNTHETIK is an unforgiving tactical shooter rogue-lite where freedom and experimentation is key. Fight against relentless opponents and unforgiving bosses encased in ever-changing environments. Master the uniquely deep and satisfying weapon mechanics and the unprecedented amount of customization. Discover a seemingly unending amount of weapons, items, perks and character upgrades.",Flow Fire Games,SYNTHETIK: Ultimate,"Dec 16, 2020"
NEOPOPCORN Corp,8.20,71,Action|Action Adventure|General|Platformer|2D|,E10+,"<span class=""blurb blurb_collapsed"">The first impression made me think of Salt &amp; Sanctuary. Because it's 2D Dark Souls.<br/>But classical game-style bosses are the charm of this</span>",NEOPOPCORN Corp,3000th Duel,"Feb 19, 2020"
David OReilly,7.49,71,Adventure|General|,E,"<span class=""blurb blurb_collapsed"">Discover what it's like to be the Universe in this beautiful interactive nature simulation.<br/> <br/>Everything is an interactive experience where everything you see is a thing you can be, from animals to planets to galaxies and beyond. Travel between outer and inner space, and explore a vast,</span>",David OReilly,Everything,"Jan 10, 2019"
Nintendo,8.00,71,Action|Role-Playing|General|,E,"<span class=""blurb blurb_collapsed"">Your friends. Your adventure. Your rules.<br/> <br/>Since the dawn of ever, warriors have banded together to fight evil. Now Mii characters based on your favorite people must unite to do turn-based battle and save Miitopia! Cast them in roles across the kingdom, manage friendships, and give them</span>",Nintendo,Miitopia,"May 21, 2021"
QubicGames,6.60,71,Action|Platformer|2D|,E,"Easy and fun shooter with well designed levels. Can be beat by just holding down the fire-button and jumping around. Score and level time are an incentive to have a closer look at the mechanics — mostly when and what weapon upgrade to pick up, and when to preserve special bullets. Voice acting sounds horrible, the game would have been better without. Can be skipped, so no deal breaker.",QubicGames,Robonauts,"Sep 15, 2017"
Zerodiv,7.49,71,Action|Miscellaneous|Shooter|Compilation|Shoot-'Em-Up|Vertical|,E,None,Zerodiv,Samurai Aces for Nintendo Switch,"Feb 15, 2018"
EA Sports,3.30,71,Sports|Team|Soccer|Sim|,E,"Introducing the prestigious UEFA Champions League, offering authentic in match atmospheres, featuring gameplay updates including elevated on-pitch personality and a striking overhaul, and providing new and unrivaled ways to play. Champions Rise in FIFA 19. Play the pinnacle of club football across a variety of modes in FIFA 19 with official match presentation, breadth in tournament experiences, including UEFA Champions League, Europa League and Super Cup, and an all-new commentary team in Derek Rae and Lee Dixon. The UEFA Champions League, Europa League and Super Cup come to life across experiences in EA SPORTS FIFA 19. From live content updates in FIFA 19 Ultimate Team, to authentic Career Mode integration, to an all-new standalone UEFA Champions League Mode, you can experience the greatest club football competition in the world no matter where you play in FIFA 19. In-Match Experience - Immerse yourself in the most authentic football experience ever seen before on Nintendo Switch. Featuring distinctive team and player personalities, introducing official broadcast presentation for the some of the world’s biggest leagues, and elevating your ability to finish with the all-new striking overhaul ",Electronic Arts,FIFA 19,"Sep 25, 2018"
Digital Leisure,7.49,71,Miscellaneous|Compilation|,T,None,Digital Leisure,Dragon's Lair Trilogy,"Jan 17, 2019"
Square Enix,6.90,71,Role-Playing|Japanese-Style|,T,"An epic RPG with staggering depth, Dragon Warrior III immerses you in a deep adventure that you won't soon forget. Known as Dragon Quest in Japan, the Dragon Warrior series has produced some of the most popular RPGs of all time, and for good reason. Enix caters to their fans with an",Square Enix,Dragon Quest III: The Seeds of Salvation,"Sep 27, 2019"
stellarNull,7.49,71,Role-Playing|Action RPG|,T,"<span class=""blurb blurb_collapsed"">Generations after the collapse, its surviving descendants have chosen you to become The Bellwielder of the magical Audros Bell. Go forth, battle monsters, solve puzzles, and restore Anuchard to its former skyward glory!<br/> <br/>Anuchard was known as a place of wonder and peace, a land of</span>",Freedom Games,Anuchard,"Apr 21, 2022"
Transhuman Design,7.50,70,Action|Platformer|2D|,M,"BUTCHER is a fast-paced 2D shooter and a blood-soaked love letter to the cult classics of the genre. As a cyborg programmed to eradicate the last remnants of humanity, your sole purpose is to… well... annihilate anything that moves. So grab your weapon of choice (from chainsaws, to shotguns, to grenade launchers) and kill your way through underground hideouts, post-apocalyptic cities, jungles, and more. And if you're feeling creative, there are plenty of other ways to end your enemies' misery – hooks, lava pits, saws... no death will ever be the same again. [Nintendo] ",Crunching Koalas,BUTCHER,"Sep 28, 2017"
ansdor,7.00,70,Racing|Arcade|Automobile|,E,"It's 199X, you're in the driver seat. As you turn the key and hear the engine starting, a cassette plays on the stereo. The clear blue sky invites you to escape, to explore a world of exotic landscapes and thrilling races. Step on the gas, choose your path, drive across cities, mountains, deserts, forests, beaches — places from all over the world and beyond. Slipstream is a racing game influenced and inspired by the OutRun series, SEGA games in general, Initial D, Vaporwave & Synthwave aesthetics and the spirit of 90s arcades. It uses a real pseudo3D engine to provide an authentic retro experience in a modern shell. After being funded via kickstarter in 2016 and delayed more times than the developer would like to admit, it was released independently for PC in 2018.",BlitWorks,Slipstream,"Apr  7, 2022"
Wondernaut Studio,7.60,70,Action|Platformer|2D|,E10+,"<span class=""blurb blurb_collapsed"">A journey of self-discovery set across the grand landscapes of a living tower.<br/> <br/>Ina was trapped, placed in perpetual slumber inside the Tower – where she dreamed. Suddenly and unknowingly, she is woken. Ina must now explore the Tower’s inner chambers in search of a way out and a reason for</span>",Untold Tales,Aspire: Ina's Tale,"Dec 17, 2021"
Westone Bit Entertainment,6.60,70,Action|Arcade|,E,"Clockwork Aquario was the last arcade game ever developed by the legendary Westone Bit Entertainment in 1992, but was never finished. The game was thought to be lost in time, but Strictly Limited Games set out on the mission to dig deep into video game archeology and save Clockwork Aquario from being lost in time. ",Strictly Limited Games,Clockwork Aquario,"Dec 14, 2021"
Capcom,8.10,70,Action Adventure|Survival|,M,"<span class=""blurb blurb_collapsed"">The year is 1998 and reports have begun mounting about unusual murders on the outskirts of Raccoon City. The city's special forces division, S.T.A.R.S., sends Bravo Team to investigate. Among the six team members is rookie Rebecca Chambers.<br/> <br/>En route to the murder scene, their helicopter</span>",Capcom,Resident Evil 0,"May 21, 2019"
