release_date,developer,publisher,userscore,rating,summary,metascore,genres,title
"Jul 15, 2021",DANGEN Entertainment,DANGEN Entertainment,tbd,None,"<span class=""blurb blurb_collapsed"">Sometimes fighting malevolence requires brave souls and a bunch of smelly fruit.<br/><br/>Batbarian: Testament of the Primordials is a snarky action-adventure puzzle game with a good dose of humor. Explore hundreds of secret-filled rooms, fight big bosses, gather companions for your party and use</span>",76,Action Adventure|General|,Batbarian: Testament of the Primordials
"Oct 25, 2016",Secret Sorcery,Secret Sorcery,7.4,E10+,"Wow. When will they add some more of the highly positive critic reviews that are out there? Honestly, this game is a blast. Probably my",76,Action|Strategy|General|,Tethered
"Feb 21, 2017",Chilled Mouse,Chilled Mouse,2.9,E,"<span class=""blurb blurb_collapsed"">Chime Sharp<br/>A game with just as much potential as it has problems…<br/>Chime sharp is a music meats Tetris styled puzzle game...
The concept is</span>",76,Puzzle|General|,Chime Sharp
"Sep 27, 2019",Limbic Entertainment,Kalypso,6.7,T,I am giving this a 10 solely based on the amazing jump in the quality of the graphics between Tropico 5 and Tropico 6. I've been playing games,76,Strategy|Management|Government|,Tropico 6
"Jul  8, 2021",Rebellion,Rebellion,5.6,None,"It was good at first, but then I started to have issues with taking cover, I was getting shot anyway even though ai crouched and it just set me back to standing with or without the crouch button. I could not move without getting shot at, the graphics are **** enough so that you cant see an enemy some meters away and you would expect way better graphics for a Tripple A game(game made by a bigtime company). I got stuck on ”recalibrate” endlessly even though my VR is working properly. So I just quit the game. Deleted it. And had a moment of respect for all the money I lost.",76,Action|Shooter|Light Gun|,Sniper Elite VR
"Jul 19, 2016",GameDesignDan,Curve Digital,5.5,T,"If you want a cheesy story to go along with a hard platformer, this is for you! The game takes inspiration from Super Meat Boy, but faster paced. As the name implies, you have 10 seconds to finish the level. This is done by destroying every single robot (which there are a variety of), and not being electrocuted (which can also happen many ways). There are multiple ""stages"" that have multiple levels. These levels get progressively more difficult the more you complete, and each stage has it's own twist that changes how you play the game. Each stage also has different tilesets and music. In my opinion, the default control map is good, but be aware there is no control mapping. My only complaint is the learning curve. The levels, as I said, do get harder, but each time you enter a new stage, it becomes significantly more difficult, although I think that's the point. If you've never played a game like Super Meat Boy or 10 Second Ninja, you should definitely try this game.",76,Action|Platformer|2D|,10 Second Ninja X
"Oct 15, 2020",High Tea Frog,Coatsink Software,6.0,E,"<span class=""blurb blurb_collapsed"">Cake Bash<br/>Pretty Sweet<br/>Cake bash is a 4 player mini gm based competitive game that can be played either local or online and here you play as</span>",76,Miscellaneous|Party / Minigame|,Cake Bash
"Jul 28, 2021",Rainbite,EastAsiaSoft,tbd,T,"Magic and firearms make a deadly combo. Recalling the visual style and intuitive gameplay of 16-bit action-adventure classics, Trigger Witch puts an ultra-violent spin on cute and colorful pixel art. With a compelling and original narrative, puzzling environments to explore, a dynamic soundtrack, twin-stick shooter mechanics and a vast array of enemies to blast into smithereens, this is a tale that will grip you from start to bloody finish. From the creators of Reverie, Trigger Witch is a stylized 2D twin-stick action game set in an odd open world where magic is outdated and firearms are the new way of life. Players assume the role of Colette, a prospective graduate from the Stock, an academy for Witchcraft and Triggery. After a mysterious man invades her realm, events are set in motion that turn Colette’s life upside-down, casting her as the sole heroine with enough firepower to restore peace.",76,Action|Shooter|Shoot-'Em-Up|Top-Down|,Trigger Witch
"Oct 21, 2014",Flippfly,Flippfly,6.1,E,"<span class=""blurb blurb_collapsed"">You are a solar-powered craft. The sun is your death timer. Hurtle towards the sunset at breakneck speed in a futile race against time.<br/> <br/>You are a solar-powered craft. The sun is your death timer. Hurtle towards the sunset at breakneck speed in a futile race against time. Race The Sun is</span>",76,Action|Racing|General|Arcade|Futuristic|,Race the Sun
"Sep  3, 2021",Demagog Studio,Untold Tales,6.8,None,"Human life is wiped out. Earth is now a golf course for the ultra-rich. The rich fled to Mars but venture back to a desolate Earth for a round of golf. Each hole in the wasteland offers its own little story and possible puzzle to sink the perfect shot. Play through destroyed brutalist monuments, crumbling shopping malls, and abandoned museums as neon signs and poignant graffiti take swings at current events, Silicon Valley culture and humanity. Piece together the full story of how humanity fell through three distinct sources. Details from the lone golfer’s story, who's come back to Earth for one last game. The Radio Nostalgia From Mars broadcast that gives a glimpse into the lives of those who escaped. And the narration of a “secret spectator” watching from a distance...Be accompanied by a purposefully composed soundtrack as well as personal stories broadcasted on Radio Nostalgia From Mars. The station caters to citizens of Mars, nostalgic for Earth as they listen to music from the 2020s, and dial in to share their memories of the planet. A smooth-voiced radio DJ keeps the show flowing with updates and announcements hinting at a not-so-glamorous life on Mars. Three distinct modes mean every golfer can find something for their tastes. Casual players can focus just on the story and a relaxing scenic round of golf in Story Mode. Those looking for an extra challenge can beat each hole under par using skill and puzzle solving through Challenge Mode. While the total pros can try Iron Mode, where there’s almost zero room for error. Easy-to grasp controls and a minimalist UI underpin the whole game so anyone can easily pick up and play at their own pace. ",76,Adventure|Puzzle|Action|General|,Golf Club: Wasteland
"Jul 11, 2019",JoyMasher,The Arcade Crew,7.6,T,"After the abysmal Contra: Rogue Corps, I decided to try this as it looked similar to the Contra I love and grew up with, but man, I was not expecting it to be this good. The game has been made by people who clearly know what they are doing in terms of Contra style games (which this game is inspired by), and I highly recommend it to anyone who is looking for another Contra style game.",76,Action|Platformer|2D|,Blazing Chrome
"Dec  3, 2019",Square Enix,Square Enix,6.3,T,"<span class=""blurb blurb_collapsed"">Originally released in Japan in 2016, SaGa SCARLET GRACE lets you pick one of four distinct heroes - each with their own unique storylines. That means you essentially have four RPGs in a single game.<br/><br/>The version that launches in the West as SaGa SCARLET GRACE: AMBITIONS improves things</span>",76,Role-Playing|Japanese-Style|,SaGa: Scarlet Grace - Ambitions
"May 31, 2019",Squanch Games,Gearbox Publishing,8.1,M,"Your dogs have been dognapped by a beaked lunatic who stuffed them into his eye holes and is using their life essence to destroy the universe. You’re partnered with Trover, a little purple eye-hole monster who isn’t a huge fan of working or being put in the position of having to save the universe.",76,Action|General|Platformer|3D|,Trover Saves the Universe
"Sep 19, 2019",Die Gute Fabrik,Die Gute Fabrik,7.6,T,"A mutant soap opera where small-town gossip meets the supernatural. Join Kai as she arrives in the mysterious community of Mutazione to care for her ailing grandfather. Discover scenic hangouts, magical gardens, new friends, and old secrets… They can survive an apocalyptic meteor strike, but can they survive their small-town drama?",76,Adventure|Point-and-Click|,Mutazione
"Nov 14, 2017",Team Bondi,Rockstar Games,7.9,M,"Amid the post-war boom of Hollywood's Golden Age, Cole Phelps, an LAPD detective is thrown headfirst into a city drowning in its own success. Corruption is rampant, the drug trade is exploding, and murder rates are at an all-time high. In his fight to climb the ranks and do what's right, Phelps must unravel the truth behind a string of arson attacks, racketeering conspiracies and brutal murders, battling the L.A. underworld and even members of his own department to uncover a secret that could shake the city to its rotten core. Using groundbreaking new animation technology that captures every nuance of an actor's facial performance in astonishing detail, L.A. Noire is a violent crime thriller that blends breathtaking action with true detective work to deliver an unprecedented interactive experience. Search for clues, chase down suspects and interrogate witnesses as you struggle to find the truth in a city where everyone has something to hide.",76,Action Adventure|Adventure|3D|Open-World|Third-Person|,L.A. Noire
"Sep 25, 2020",Hangar 13,2K Games,6.9,M,"Part one of the Mafia crime saga - 1930s, Lost Heaven, IL Re-made from the ground up, rise through the ranks of the Mafia during the Prohibition era of organized crime. After a run-in with the mob, cab driver Tommy Angelo is thrust into a deadly underworld. Initially uneasy about falling in",76,Action Adventure|Open-World|,Mafia: Definitive Edition
