summary,release_date,publisher,metascore,title,genres,userscore,developer,rating
"Blur is a new style of powered-up racing. The game drops players into heart-pumping racing action with 20 cars on a track all targeting the finish line and battling each other as they trade paint and collect intense power-ups, including the ability to blast other cars out of the way with huge bursts of energy, boost their speed, and more. Gamers can use offensive and defensive attacks as they battle for the lead and careen through real-world track locations ranging from L.A. and San Francisco to the streets of Hackney, UK and the treacherous roads of Barcelona, Spain. Beyond the action-packed racing filled with fast curves, sneaky alternate routes, hair-raising jumps and fully realized damage models that provide for spectacular crashes, Blur’s narrative is presented through Bizarre’s new community-based interface, reaching far beyond the game itself. This unique story-driving social network evolves dynamically as players compete in different races, make new friends, rivals and fans, and connect with other racers both in-game and in real life. Looking beyond Blur's single player story, gamers can engage in competitive and team-based multiplayer races with up to 20 players online, or on a single console via 4-player split-screen. Bizarre has also introduced Blur’s original social gaming experience - Custom Groups, where anyone can create unique multiplayer modes based on their favorite ways to play the game. These new modes are immediately shared through Blur’s social network, expanding the game in ways that are only limited by the gaming community’s creativity. [Activision]","May 25, 2010",Activision,81,Blur,Driving|Racing|Arcade|Arcade|Automobile|,7.4,Bizarre Creations,E10+
"Populated with elves, orcs, humans, dwarves, gnomes, and halflings, Arcanum, a Tolkienesque fantasy world, exists in an unsteady equilibrium between the emergence of industrialized cities and the decline of magic.  This debut RPG from the core ""Fallout"" team finds the player ""on vacation"" when he becomes responsible for the fate of this world.","Aug 22, 2001",Sierra Entertainment,81,Arcanum: Of Steamworks and Magick Obscura,Role-Playing|PC-style RPG|PC-style RPG|Western-Style|,8.7,Troika Games,M
"Chessmaster 9000 builds on the strong foundation of its predecessors by adding many new tools to help players master the game of chess, including a new course on the Psychology of Competition by International Master Josh Waitzkin, a new Endgame Quiz from five-time chess champ and Grand Master Larry Evans, and a new Blunder Alert feature that immediately notifies players of better moves when they move their pieces into danger. Additionally, new online features include a free matchmaking service via ubi.com, special chat events, and rated games online. [Ubi Soft]","Aug 31, 2002",Ubisoft,81,Chessmaster 9000,Miscellaneous|Board Games|Board Games|Board / Card Game|,7.6,Ubisoft,E
" With all things you can do to modify this game, it is the most fun racing game ever. Users that connect through IRF to find races can paint and trade setups easily. ","Sep 27, 2000",Hasbro Interactive,81,NASCAR Heat,Driving|Racing|Simulation|Stock Car|Stock Car|Automobile|,7.7,Monster Games Inc.,E
"From renowned game designer Rick Goodman and respected game developer Stainless Steel Studios comes a detailed RTS that lets you completely command unique, historically accurate civilizations?from China to Germany and the United States. From the Middle Ages to World War II, lead your nation to dominate the globe. Each civilization's strengths and weaknesses affect the gameplay experience. Your ability to adapt to these differences is only one of the challenges you will face as a world leader. [Activision]","Oct 21, 2003",Activision,81,Empires: Dawn of the Modern World,Strategy|Real-Time|Historic|General|Historic|,8.0,Stainless Steel Studios,T
"War has decimated the land, Orc Hordes are invading human territory and the king of the land needs a lot of ore to forge enough weapons for his army to stand against this threat. Prisoners from all over the empire are imprisoned in a large magical sphere where they have to work in the mines for the king. You are thrown into the sphere to give a letter to the high mages, this letter may be the turning point on the war against the Orcs. [Xicat Interactive]","Nov 23, 2001",Xicat Interactive,81,Gothic,Role-Playing|General|General|,8.8,Piranha Bytes,T
"PlanetSide is a Massively Multiplayer Online First-Person Shooter involving thousands of players fulfilling all the roles needed to wage war across the face of ten gigantic continents. The war involves infantry, ground vehicles, and air battles in a science-fiction setting. Gamers play as any of the three global empires, each group struggling against one another to dominate each base, continent, and ultimately, the planet, for their Empire. [Sony Online Entertainment]","May 20, 2003",Sony Online Entertainment,81,PlanetSide,Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Sci-Fi|Sci-Fi|,7.3,Sony Online Entertainment,T
"Relic continues polishing and clarifying his great jewel and it is the turn to the campaign mode. After successive expansions, DLCs and contributions from the community, it is hard to believe that they will get a surprise.","Nov 17, 2014",Sega,81,Company of Heroes 2: Ardennes Assault,Strategy|Real-Time|General|Historic|,6.3,Relic,M
"Season Two continues the story that began in Season One. You are Clementine, a young survivor in a world gone to hell. The dead have risen to feast on the living, and the living cannot be trusted. The story you experience in The Walking Dead Season Two is driven by the choices that you make. Because of that, your story could be very different from someone else’s. If you played Season One and the DLC episode ‘400 Days’, the choices you made there will affect Season Two.","Mar  4, 2014",Telltale Games,81,The Walking Dead: Season Two Episode 2 - A House Divided,General|Action|Adventure|General|Point-and-Click|,8.4,Telltale Games,M
"After a dizzying escape from a near-almost-certain-death scenario (involving statuesque buttocks), Rhys and Fiona are in search of another piece of the puzzle that will lead them to the vast riches of Vault key ownership. Lost in the mysterious jungle of an Atlas terraforming facility, Fiona finds help from an unexpected mentor, Rhys continues to share brain-space with the disembodied mind of a dead dictator, and love is in the air. Pursued by the ruthless criminal 'Queenpin' Vallory, and with very little help from Vaughn's accountancy skills (or stellar abs), getting anywhere near the Vault is entirely on you.","Jun 23, 2015",Telltale Games,81,Tales From The Borderlands: Episode 3 - Catch A Ride,Adventure|General|,8.0,Telltale Games,M
"Immerse yourself in an all-new massive universe from the minds of bestselling author R.A. Salvatore, Spawn creator Todd McFarlane, and Elder Scrolls IV: Oblivion lead designer Ken Rolston. Choose your path and battle through a sprawling world featuring intense, responsive, and customizable RPG combat.","Feb  7, 2012",Electronic Arts,81,Kingdoms of Amalur: Reckoning,Role-Playing|PC-style RPG|Action RPG|,6.7,Big Huge Games,M
"<span class=""blurb blurb_collapsed"">Kan Gao did it again!<br/> <br/>After waiting for more than 2 years for this, I played ""Finding Paradise"" minutes after it was released and completed</span>","Dec 14, 2017",Freebird Games,81,Finding Paradise,Role-Playing|Japanese-Style|,8.5,Freebird Games,None
"<span class=""blurb blurb_collapsed"">Harness the power of a mystical boomerang to fling yourself through the air. Slice, fly, and blast through arenas swarming with evil creatures. Stay agile or meet your doom. <br/>Fight otherworldly forces and look cool doing it. Impress the boomerang with stylish tricks and it'll grant you</span>","Jul  8, 2021",DANG!,81,Boomerang X,General|Action|Shooter|First-Person|Arcade|,7.2,DANG!,None
"An otherworldly power for controlling matter and space calls to the strongest and strangest who might wield it -- intergalactic warlords and eldritch gods, under-dwellers and scholars of the arcane. Gaming's greatest dog and rabbit sleuths Sam & Max seek the power's ancient secrets, as manic Max gains shape shifting, teleportation, mind reading and future vision abilities for battling these foes.","Apr 15, 2010",Telltale Games,81,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,Miscellaneous|Adventure|General|3D|Compilation|Third-Person|,7.8,Telltale Games,E10+
"The Tempest shattered your android body. Now you must journey through an ever-changing cloudscape to augment yourself and save your friends. Explore an expansive world with complete freedombound up cliffs, glide across chasms, and fly through the slipstream with velocity. Detonate","Nov 14, 2019",Insomniac Games,81,Stormland,Action Adventure|General|Open-World|,7.6,Insomniac Games,T
"When family is all you have left…how far will you go to protect it? After society was ripped apart by undead hands, pockets of civilization emerge from the chaos. But at what cost? Can the living be trusted on this new frontier? As Javier, a young man determined to find the family taken from him, you meet a young girl who has experienced her own unimaginable loss. Her name is Clementine, and your fates are bound together in a story where every choice you make could be your last.","Dec 20, 2016",Telltale Games,81,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,Action|General|Adventure|Point-and-Click|,7.1,Telltale Games,None
